Grupo,Familia,Articulo
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILACATE
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE CHIPOTLE SECO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE DE ARBOL
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE DE ARBOL MOLIDO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE GUAJILLO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE MIRASOL SECO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE PASILLA SECO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HARINA DE ARROZ (USAR PROG. 001-015-108)
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA BLANCA MOLIDA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA NEGRA ENTERA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA NEGRA MOLIDA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA MOLIDA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAZONADOR DE CARNES EN POLVO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEREAL DE ARROZ (USAR PROG. 001-015-060)
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ PALOMERO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,VARIOS
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASTA PARA FRITURAS 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ACHIOTE 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJONJOLI 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALUBIA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ ENTERO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AVENA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CACAHUATE 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CANELA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AZAFRAN 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHIA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LINAZA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA 2213
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASTA PARA FRITURAS 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ACHIOTE 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJONJOLI 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALUBIA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ ENTERO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AVENA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CACAHUATE 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CANELA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AZAFRAN 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHIA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LINAZA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA 2214
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASTA PARA FRITURAS 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ACHIOTE 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJONJOLI 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALUBIA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ ENTERO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AVENA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CACAHUATE 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CANELA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AZAFRAN 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHIA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LINAZA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA 2215
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASTA PARA FRITURAS 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ACHIOTE 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJONJOLI 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALUBIA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ ENTERO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AVENA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CACAHUATE 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CANELA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AZAFRAN 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHIA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LINAZA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA 2216
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASTA PARA FRITURAS-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ACHIOTE-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJONJOLI-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AJO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALUBIA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ ENTERO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AVENA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CACAHUATE-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CANELA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AZAFRAN-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHIA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LINAZA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CEBADA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CHILE SECO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SALVADO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CIRUELA PASA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CLAVO DE OLOR-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COCO RAYADO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,COMINO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,CONSOME-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,FRIJOL-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANOLA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HABAS-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,HOJAS DE LAUREL-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JAMAICA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,JENGIBRE-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LENTEJAS-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LEVADURA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MAIZ-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,MEJORANA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,NUEZ PELADA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PASAS-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PILONCILLO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,OROZUS-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PINGUICA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SAL DE AJO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SEMILLA DE CALABAZA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAMARINDO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TOMILLO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PIMIENTON-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ALMENDRA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,LAUREL-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,SOYA TEXTURIZADA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GARBANZO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ARROZ PRECOCIDO DE PRIMERA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,ROMERO SECO-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,GRANILLO DE COLORES A GRANEL-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,TAPIOCA-2211
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,PAQUETE CEREALES SEMILLAS Y ESPECIES
ALIMENTOS,CEREALES SEMILLAS Y ESPECIAS,AMARANTO
ALIMENTOS,(FAM. DESCONTINUADA) CONSERVAS Y ADEREZOS,VARIOS
ALIMENTOS,(FAM. DESCONTINUADA) DULCES Y GELATINAS),VARIOS
ALIMENTOS,(FAM. DESCONTIUADA) EMBUTIDOS Y  SALCHICHONERIA,JAMON DE PIERNA DE 100% CERDO TIPO AMERICANO
ALIMENTOS,(FAM. DESCONTIUADA) EMBUTIDOS Y  SALCHICHONERIA,MORTADELA
ALIMENTOS,(FAM. DESCONTIUADA) EMBUTIDOS Y  SALCHICHONERIA,TOCINO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,CREMA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,CHORIZO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,JAMON
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,JAMON DE ESPALDILLA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,LECHE FRESCA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,MANTEQUILLA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,MARGARINA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,JAMON DE POLLO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,PANELA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO AMARILLO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO ASADERO
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO COTIJA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO CHIHUAHUA
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO PANELA CON SAL
ALIMENTOS,EMBUTIDOS SALCHICHONERIA Y LACTEOS,QUESO OAXACA
